,Code,Name,Country,Exchange,Currency,Type,Isin
2161,HHGCU,HHG Capital Corp Unit,USA,NASDAQ,USD,Unit,VGG4R23P1376
2162,HHGCW,HHG Capital Corporation Warrant,USA,NASDAQ,USD,Common Stock,
2163,HHS,Harte Hanks Inc,USA,NASDAQ,USD,Common Stock,US4161962026
2164,HIBB,Hibbett Sports Inc,USA,NASDAQ,USD,Common Stock,US4285671016
2165,HIFS,Hingham Institution for Savings,USA,NASDAQ,USD,Common Stock,US4333231029
2166,HIHO,Highway Holdings Limited,USA,NASDAQ,USD,Common Stock,VGG4481U1066
2167,HIMX,Himax Technologies Inc,USA,NASDAQ,USD,Common Stock,US43289P1066
2168,HISF,First Trust High Income Strategic Focus ETF,USA,NASDAQ,USD,ETF,US33739Q3092
2169,HITI,High Tide Inc,USA,NASDAQ,USD,Common Stock,CA42981E4013
2170,HIVE,HIVE Blockchain Technologies Ltd,USA,NASDAQ,USD,Common Stock,CA43366H1001
2171,HKIT,Hitek Global Inc. Ordinary Share,USA,NASDAQ,USD,Common Stock,KYG451391059
2172,HLAL,Wahed FTSE USA Shariah ETF,USA,NASDAQ,USD,ETF,US53656F6079
2173,HLIT,Harmonic Inc,USA,NASDAQ,USD,Common Stock,US4131601027
2174,HLMN,Hillman Solutions Corp,USA,NASDAQ,USD,Common Stock,US4316361090
2175,HLNE,Hamilton Lane Inc,USA,NASDAQ,USD,Common Stock,US4074971064
2176,HLP,Hongli Group Inc. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2177,HLTH,Cue Health Inc,USA,NASDAQ,USD,Common Stock,US2297901009
2178,HLVX,Hillevax Inc,USA,NASDAQ,USD,Common Stock,US43157M1027
2179,HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2180,HMNF,HMN Financial Inc,USA,NASDAQ,USD,Common Stock,US40424G1085
2181,HMST,HomeStreet Inc,USA,NASDAQ,USD,Common Stock,US43785V1026
2182,HNDL,Strategy Shares Nasdaq 7 Handl Index ETF,USA,NASDAQ,USD,ETF,US86280R5063
2183,HNNA,Hennessy Ad,USA,NASDAQ,USD,Common Stock,US4258851009
2184,HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,USA,NASDAQ,USD,Common Stock,
2185,HNRG,Hallador Energy Company,USA,NASDAQ,USD,Common Stock,US40609P1057
2186,HNST,Honest Company Inc,USA,NASDAQ,USD,Common Stock,US4383331067
2187,HNVR,Hanover Bancorp Inc,USA,NASDAQ,USD,Common Stock,US4107102067
2188,HOFT,Hooker Furniture Corporation,USA,NASDAQ,USD,Common Stock,US4390381006
2189,HOFV,Hall of Fame Resort Entertainment Co,USA,NASDAQ,USD,Common Stock,US40619L1026
2190,HOFVW,Hall of Fame Village LLC,USA,NASDAQ,USD,Common Stock,
2191,HOLI,Hollysys Automation Technologies Ltd,USA,NASDAQ,USD,Common Stock,VGG456671053
2192,HOLO,MicroCloud Hologram Inc.,USA,NASDAQ,USD,Common Stock,KYG550321098
2193,HOLOW,MicroCloud Hologram Inc.,USA,NASDAQ,USD,Common Stock,
2194,HOLX,Hologic Inc,USA,NASDAQ,USD,Common Stock,US4364401012
2195,HON,Honeywell International Inc,USA,NASDAQ,USD,Common Stock,US4385161066
2196,HONE,HarborOne Bancorp Inc,USA,NASDAQ,USD,Common Stock,US41165Y1001
2197,HOOD,Robinhood Markets Inc,USA,NASDAQ,USD,Common Stock,US7707001027
2198,HOOK,Hookipa Pharma Inc,USA,NASDAQ,USD,Common Stock,US43906K1007
2199,HOPE,Hope Bancorp Inc,USA,NASDAQ,USD,Common Stock,US43940T1097
2200,HOTH,Hoth Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US44148G1058
2201,HOUR,Hour Loop Inc,USA,NASDAQ,USD,Common Stock,US44170P1066
2202,HOVNP,Hovnanian Enterprises Inc. PFD DEP1/1000A,USA,NASDAQ,USD,Preferred Stock,US4424871121
2203,HOVR,New Horizon Aircraft Ltd,USA,NASDAQ,USD,Common Stock,
2204,HOVRW,New Horizon Aircraft Ltd,USA,NASDAQ,USD,Common Stock,
2205,HOWL,Werewolf Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US95075A1079
2206,HPCO,Hempacco Co. Inc.,USA,NASDAQ,USD,Common Stock,
2207,HPK,Highpeak Energy Acquisition Corp,USA,NASDAQ,USD,Common Stock,US43114Q1058
2208,HPKEW,HighPeak Energy Inc,USA,NASDAQ,USD,Common Stock,
2209,HQGO,Hartford US Quality Growth ETF,USA,NASDAQ,USD,ETF,
2210,HQI,Hirequest Inc,USA,NASDAQ,USD,Common Stock,US4335351015
2211,HQY,HealthEquity Inc,USA,NASDAQ,USD,Common Stock,US42226A1079
2212,HRMY,Harmony Biosciences Holdings,USA,NASDAQ,USD,Common Stock,US4131971040
2213,HROW,Harrow Health Inc,USA,NASDAQ,USD,Common Stock,US4158581094
2214,HROWL,Harrow Health Inc. 8.625% Senior Notes due 2026,USA,NASDAQ,USD,Common Stock,
2215,HROWM,Harrow Health Inc. 11.875% Senior Notes due 2027,USA,NASDAQ,USD,Common Stock,
2216,HRTS,Tema Cardiovascular and Metabolic ETF,USA,NASDAQ,USD,ETF,
2217,HRTX,Heron Therapeuti,USA,NASDAQ,USD,Common Stock,US4277461020
2218,HRYU,Hanryu Holdings Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
2219,HRZN,Horizon Technology Finance,USA,NASDAQ,USD,Common Stock,US44045A1025
2220,HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share,USA,NASDAQ,USD,Common Stock,
2221,HSCS,Heart Test Laboratories Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US42254E1047
2222,HSCSW,Heart Test Laboratories Inc. Warrant,USA,NASDAQ,USD,Common Stock,
2223,HSDT,Helius Medical Technologies Inc Class A,USA,NASDAQ,USD,Common Stock,US42328V6039
2224,HSIC,Henry Schein Inc,USA,NASDAQ,USD,Common Stock,US8064071025
2225,HSII,Heidrick & Struggles International,USA,NASDAQ,USD,Common Stock,US4228191023
2226,HSON,Hudson Global Inc,USA,NASDAQ,USD,Common Stock,US4437872058
2227,HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2228,HSPOR,Horizon Space Acquisition I Corp. Right,USA,NASDAQ,USD,Common Stock,
2229,HSPOU,Horizon Space Acquisition I Corp. Unit,USA,NASDAQ,USD,Unit,
2230,HSPOW,Horizon Space Acquisition I Corp. Warrant,USA,NASDAQ,USD,Common Stock,
2231,HST,Host Hotels & Resorts Inc,USA,NASDAQ,USD,Common Stock,US44107P1049
2232,HSTM,HealthStream Inc,USA,NASDAQ,USD,Common Stock,US42222N1037
2233,HSTO,Histogen Inc,USA,NASDAQ,USD,Common Stock,US43358Y2028
2234,HTBI,HomeTrust Bancshares Inc,USA,NASDAQ,USD,Common Stock,US4378721041
2235,HTBK,Heritage Commerce Corp,USA,NASDAQ,USD,Common Stock,US4269271098
2236,HTCR,HeartCore Enterprises Inc,USA,NASDAQ,USD,Common Stock,US42240Q1040
2237,HTHT,Huazhu Group Ltd,USA,NASDAQ,USD,Common Stock,US44332N1063
2238,HTIA,Healthcare Trust Inc PR,USA,NASDAQ,USD,Common Stock,US42226B2043
2239,HTIBP,Healthcare Trust Inc Preferred Series B,USA,NASDAQ,USD,Preferred Stock,US42226B3033
2240,HTLD,Heartland Express Inc,USA,NASDAQ,USD,Common Stock,US4223471040
2241,HTLF,Heartland Financial USA Inc,USA,NASDAQ,USD,Common Stock,US42234Q1022
2242,HTLFP,Heartland Financial USA Inc,USA,NASDAQ,USD,Preferred Stock,
2243,HTOO,Fusion Fuel Green PLC,USA,NASDAQ,USD,Common Stock,IE00BNC17X36
2244,HTOOW,Fusion Fuel Green PLC,USA,NASDAQ,USD,Common Stock,IE00BNC17Y43
2245,HTZ,Hertz Global Holdings Inc,USA,NASDAQ,USD,Common Stock,US42806J7000
2246,HTZWW,Hertz Global Hldgs New Equity Warrants,USA,NASDAQ,USD,Common Stock,US42806J1482
2247,HUBC,Hub Cyber Security Ltd. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2248,HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,USA,NASDAQ,USD,Common Stock,
2249,HUBCZ,Hub Cyber Security Ltd. Warrant 8/22/23,USA,NASDAQ,USD,Common Stock,
2250,HUBG,Hub Group Inc,USA,NASDAQ,USD,Common Stock,US4433201062
2251,HUDA,Hudson Acquisition I Corp. Common Stock,USA,NASDAQ,USD,Common Stock,
2252,HUDAR,Hudson Acquisition I Corp. Right,USA,NASDAQ,USD,Common Stock,
2253,HUDAU,Hudson Acquisition  I Corp. Unit,USA,NASDAQ,USD,Unit,
2254,HUDI,Huadi International Group Co Ltd,USA,NASDAQ,USD,Common Stock,KYG4645E1052
2255,HUGE,FSD Pharma Inc Class B,USA,NASDAQ,USD,Common Stock,CA35954B2066
2256,HUIZ,Huize Holding Ltd,USA,NASDAQ,USD,Common Stock,US44473E1055
2257,HUMA,Humacyte Inc,USA,NASDAQ,USD,Common Stock,US44486Q1031
2258,HUMAW,Humacyte Inc,USA,NASDAQ,USD,Common Stock,
2259,HURC,Hurco Companies Inc,USA,NASDAQ,USD,Common Stock,US4473241044
2260,HURN,Huron Consulting Group Inc,USA,NASDAQ,USD,Common Stock,US4474621020
2261,HUT,Hut 8 Corp. Common Stock,USA,NASDAQ,USD,Common Stock,CA44812T1021
2262,HWBK,Hawthorn Bancshares Inc,USA,NASDAQ,USD,Common Stock,US4204761039
2263,HWC,Hancock Whitney Corp,USA,NASDAQ,USD,Common Stock,US4101201097
2264,HWCPZ,HWCPZ,USA,NASDAQ,USD,Common Stock,
2265,HWH,HWH International Inc,USA,NASDAQ,USD,Common Stock,
2266,HWKN,Hawkins Inc,USA,NASDAQ,USD,Common Stock,US4202611095
2267,HYDR,Global X Hydrogen ETF,USA,NASDAQ,USD,ETF,US37954Y1525
2268,HYFM,Hydrofarm Holdings Group Inc,USA,NASDAQ,USD,Common Stock,US44888K2096
2269,HYLS,First Trust Tactical High Yield ETF,USA,NASDAQ,USD,ETF,US33738D4088
2270,HYMC,Hycroft Mining Holding Corporation,USA,NASDAQ,USD,Common Stock,US44862P1093
2271,HYMCL,Hycroft Mining Holding Corporation,USA,NASDAQ,USD,Common Stock,
2272,HYMCW,Hycroft Mining Holding Corporation,USA,NASDAQ,USD,Common Stock,
2273,HYPR,Hyperfine Inc,USA,NASDAQ,USD,Common Stock,US44916K1060
2274,HYW,Hywin Holdings Ltd ADR,USA,NASDAQ,USD,Common Stock,US44951X1046
2275,HYXF,iShares ESG Advanced High Yield Corporate Bond ETF,USA,NASDAQ,USD,ETF,US46435G4414
2276,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,USA,NASDAQ,USD,ETF,US97717W4309
2277,HYZN,Hyzon Motors Inc,USA,NASDAQ,USD,Common Stock,US44951Y1029
2278,HYZNW,HYZON Motors Inc,USA,NASDAQ,USD,Common Stock,
2279,IAC,IAC Inc.,USA,NASDAQ,USD,Common Stock,US44891N2080
2280,IART,Integra LifeSciences Holdings,USA,NASDAQ,USD,Common Stock,US4579852082
2281,IAS,Integral Ad Science Holding LLC,USA,NASDAQ,USD,Common Stock,US45828L1089
2282,IBB,iShares Biotechnology ETF,USA,NASDAQ,USD,ETF,US4642875565
2283,IBBQ,Invesco Nasdaq Biotechnology ETF,USA,NASDAQ,USD,ETF,US46138G5999
2284,IBCP,Independent Bank Corporation,USA,NASDAQ,USD,Common Stock,US4538386099
2285,IBEX,IBEX Ltd,USA,NASDAQ,USD,Common Stock,BMG4690M1010
2286,IBIT,iShares Bitcoin Trust,USA,NASDAQ,USD,ETF,
2287,IBKR,Interactive Brokers Group Inc,USA,NASDAQ,USD,Common Stock,US45841N1072
2288,IBOC,International Bancshares Corporation,USA,NASDAQ,USD,Common Stock,US4590441030
2289,IBOT,VanEck Robotics ETF,USA,NASDAQ,USD,ETF,US92189Y4026
2290,IBRX,Immunitybio Inc,USA,NASDAQ,USD,Common Stock,US45256X1037
2291,IBTE,iShares iBonds Dec 2024 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E8747
2292,IBTF,iShares iBonds Dec 2025 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E8663
2293,IBTG,iShares iBonds Dec 2026 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E8580
2294,IBTH,iShares iBonds Dec 2027 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E8416
2295,IBTI,iShares iBonds Dec 2028 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E8333
2296,IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E8259
2297,IBTK,iShares iBonds Dec 2030 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E5933
2298,IBTL,iShares iBonds Dec 2031 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E4605
2299,IBTM,iShares iBonds Dec 2032 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E2963
2300,IBTO,iShares iBonds Dec 2033 Term Treasury ETF,USA,NASDAQ,USD,ETF,US46436E1486
2301,IBTX,Independent Bank Group Inc,USA,NASDAQ,USD,Common Stock,US45384B1061
2302,ICAD,icad inc,USA,NASDAQ,USD,Common Stock,US44934S2068
2303,ICCC,ImmuCell Corporation,USA,NASDAQ,USD,Common Stock,US4525253062
2304,ICCH,ICC Holdings Inc,USA,NASDAQ,USD,Common Stock,US44931Q1040
2305,ICCM,Icecure Medical,USA,NASDAQ,USD,Common Stock,IL0011224156
2306,ICCT,iCoreConnect Inc. Common stock,USA,NASDAQ,USD,Common Stock,US44934J1079
2307,ICFI,ICF International Inc,USA,NASDAQ,USD,Common Stock,US44925C1036
2308,ICG,Intchains Group Limited American Depositary Shares,USA,NASDAQ,USD,Common Stock,
2309,ICHR,Ichor Holdings Ltd,USA,NASDAQ,USD,Common Stock,KYG4740B1059
2310,ICLK,iClick Interactive Asia Group,USA,NASDAQ,USD,Common Stock,US45113Y1047
2311,ICLN,iShares Global Clean Energy ETF,USA,NASDAQ,USD,ETF,US4642882249
2312,ICLR,ICON PLC,USA,NASDAQ,USD,Common Stock,IE0005711209
2313,ICMB,Investcorp Credit Management BDC Inc,USA,NASDAQ,USD,Common Stock,US46090R1041
2314,ICOP,iShares Copper and Metals Mining ETF,USA,NASDAQ,USD,ETF,US46436E1890
2315,ICU,LMF Acquisition Opportunities Inc,USA,NASDAQ,USD,Common Stock,
2316,ICUCW,LMF Acquisition Opportunities Inc,USA,NASDAQ,USD,Common Stock,
2317,ICUI,ICU Medical Inc,USA,NASDAQ,USD,Common Stock,US44930G1076
2318,ICVX,Icosavax Inc,USA,NASDAQ,USD,Common Stock,US45114M1099
2319,IDAI,Trust Stamp Inc,USA,NASDAQ,USD,Common Stock,US8730483000
2320,IDCC,InterDigital Inc,USA,NASDAQ,USD,Common Stock,US45867G1013
2321,IDEX,Ideanomics Inc,USA,NASDAQ,USD,Common Stock,US45166V1061
2322,IDN,Intellicheck Mobilisa Inc,USA,NASDAQ,USD,Common Stock,US45817G2012
2323,IDXX,IDEXX Laboratories Inc,USA,NASDAQ,USD,Common Stock,US45168D1046
2324,IDYA,Ideaya Biosciences Inc,USA,NASDAQ,USD,Common Stock,US45166A1025
2325,IEF,iShares 7-10 Year Treasury Bond ETF,USA,NASDAQ,USD,ETF,US4642874402
2326,IEI,iShares 3-7 Year Treasury Bond ETF,USA,NASDAQ,USD,ETF,US4642886612
2327,IEP,Icahn Enterprises LP,USA,NASDAQ,USD,Common Stock,US4511001012
2328,IESC,IES Holdings Inc,USA,NASDAQ,USD,Common Stock,US44951W1062
2329,IEUS,iShares MSCI Europe Small-Cap ETF,USA,NASDAQ,USD,ETF,US4642884971
2330,IFBD,Infobird Co Ltd,USA,NASDAQ,USD,Common Stock,KYG477241023
2331,IFGL,iShares International Developed Real Estate ETF,USA,NASDAQ,USD,ETF,US4642884898
2332,IFRX,InflaRx N.V.,USA,NASDAQ,USD,Common Stock,NL0012661870
2333,IFV,First Trust Dorsey Wright International Focus 5 ETF,USA,NASDAQ,USD,ETF,US33738R8869
2334,IGF,iShares Global Infrastructure ETF,USA,NASDAQ,USD,ETF,US4642883726
2335,IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,USA,NASDAQ,USD,ETF,US4642886380
2336,IGIC,International General Insurance Holdings Ltd,USA,NASDAQ,USD,Common Stock,BMG4809J1062
2337,IGMS,IGM Biosciences Inc,USA,NASDAQ,USD,Common Stock,US4495851085
2338,IGOV,iShares International Treasury Bond ETF,USA,NASDAQ,USD,ETF,US4642881175
2339,IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,USA,NASDAQ,USD,ETF,US4642886463
2340,IGTA,Inception Growth Acquisition Ltd,USA,NASDAQ,USD,Common Stock,US45333D1046
2341,IGTAR,Inception Growth Acquisition Limited Rights,USA,NASDAQ,USD,Common Stock,
2342,IGTAU,Inception Growth Acquisition Ltd Unit,USA,NASDAQ,USD,Unit,US45333D2036
2343,IGTAW,Inception Growth Acquisition Limited Warrants,USA,NASDAQ,USD,Common Stock,
2344,IHRT,iHeartMedia Inc Class A,USA,NASDAQ,USD,Common Stock,US45174J5092
2345,IHYF,Invesco High Yield Bond Factor ETF,USA,NASDAQ,USD,ETF,US46090A8532
2346,III,Information Services Group Inc,USA,NASDAQ,USD,Common Stock,US45675Y1047
2347,IIIV,i3 Verticals Inc,USA,NASDAQ,USD,Common Stock,US46571Y1073
2348,IINN,Inspira Technologies Oxy BHN Ltd,USA,NASDAQ,USD,Common Stock,IL0011715781
2349,IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
2350,IJT,iShares S&P Small-Cap 600 Growth ETF,USA,NASDAQ,USD,ETF,US4642878874
2351,IKNA,Ikena Oncology Inc,USA,NASDAQ,USD,Common Stock,US45175G1085
2352,IKT,Inhibikase Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US45719W1062
2353,ILAG,Intelligent Living Application Group Inc,USA,NASDAQ,USD,Common Stock,
2354,ILIT,iShares Lithium Miners and Producers ETF,USA,NASDAQ,USD,ETF,US46436E1718
2355,ILMN,Illumina Inc,USA,NASDAQ,USD,Common Stock,US4523271090
2356,ILPT,Industrial Logistics Properties Trust,USA,NASDAQ,USD,Common Stock,US4562371066
2357,IMAB,I-Mab,USA,NASDAQ,USD,Common Stock,US44975P1030
2358,IMAQ,International Media Acquisition Corp,USA,NASDAQ,USD,Common Stock,US4598671075
2359,IMAQR,International Media Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
2360,IMAQU,International Media Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US4598672065
2361,IMAQW,International Media Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
2362,IMCC,Im Cannabis Corp,USA,NASDAQ,USD,Common Stock,CA44969Q2080
2363,IMCI,Infinite Group Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US4569103066
2364,IMCR,Immunocore Holdings Ltd,USA,NASDAQ,USD,Common Stock,US45258D1054
2365,IMCV,iShares Morningstar Mid-Cap Value ETF,USA,NASDAQ,USD,ETF,US4642884062
2366,IMKTA,Ingles Markets Incorporated,USA,NASDAQ,USD,Common Stock,US4570301048
2367,IMMP,Immutep Ltd ADR,USA,NASDAQ,USD,Common Stock,US45257L1089
2368,IMMR,Immersion Corporation,USA,NASDAQ,USD,Common Stock,US4525211078
2369,IMMX,Immix Biopharma Inc,USA,NASDAQ,USD,Common Stock,US45258H1068
2370,IMNM,Immunome Inc,USA,NASDAQ,USD,Common Stock,US45257U1088
2371,IMNN,Imunon Inc,USA,NASDAQ,USD,Common Stock,
2372,IMOM,Alpha Architect International Quantitative Momentum ETF,USA,NASDAQ,USD,ETF,US02072L3006
2373,IMOS,ChipMOS Technologies Inc,USA,NASDAQ,USD,Common Stock,US16965P2020
2374,IMPLQ,Impel Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,
2375,IMPP,Imperial Petroleum Inc,USA,NASDAQ,USD,Common Stock,MHY3894J1047
2376,IMPPP,Imperial Petroleum Inc Preferred Series A,USA,NASDAQ,USD,Preferred Stock,MHY3894J1120
2377,IMRN,Immuron Ltd ADR,USA,NASDAQ,USD,Common Stock,US45254U1016
2378,IMRX,Immuneering Corp,USA,NASDAQ,USD,Common Stock,US45254E1073
2379,IMTE,Integrated Media Technology Ltd,USA,NASDAQ,USD,Common Stock,AU000000ITL3
2380,IMTX,Immatics NV,USA,NASDAQ,USD,Common Stock,NL0015285941
2381,IMTXW,immatics biotechnologies GmbH,USA,NASDAQ,USD,Common Stock,
2382,IMUX,Immunic Inc,USA,NASDAQ,USD,Common Stock,US4525EP1011
2383,IMVT,Immunovant Inc,USA,NASDAQ,USD,Common Stock,US45258J1025
2384,IMXI,International Money Express Inc,USA,NASDAQ,USD,Common Stock,US46005L1017
2385,INAB,In8bio Inc,USA,NASDAQ,USD,Common Stock,US45674E1091
2386,INAQ,Insight Acquisition Corp. Class A Common Stock,USA,NASDAQ,USD,Common Stock,US45784L1008
2387,INBK,First Internet Bancorp,USA,NASDAQ,USD,Common Stock,US3205571017
2388,INBKZ,INBKZ,USA,NASDAQ,USD,Common Stock,
2389,INBS,Intelligent Bio Solutions Inc.,USA,NASDAQ,USD,Common Stock,
2390,INBX,Inhibrx Inc,USA,NASDAQ,USD,Common Stock,US45720L1070
2391,INCR,INC Research Holdings Inc,USA,NASDAQ,USD,Common Stock,IL0011063760
2392,INCY,Incyte Corporation,USA,NASDAQ,USD,Common Stock,US45337C1027
2393,INDB,Independent Bank,USA,NASDAQ,USD,Common Stock,US4538361084
2394,INDI,indie Semiconductor Inc,USA,NASDAQ,USD,Common Stock,US45569U1016
2395,INDP,Indaptus Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US45339J1051
2396,INDV,Indivior PLC Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2397,INDY,iShares India 50 ETF,USA,NASDAQ,USD,ETF,US4642895290
2398,INFIQ,Infinity Pharmaceuticals Inc.,USA,NASDAQ,USD,Common Stock,
2399,INFN,Infinera Corporation,USA,NASDAQ,USD,Common Stock,US45667G1031
2400,INFR,ClearBridge Sustainable Infrastructure ETF,USA,NASDAQ,USD,ETF,US35473P4476
2401,INGN,Inogen Inc,USA,NASDAQ,USD,Common Stock,US45780L1044
2402,INHD,Inno Holdings Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
2403,INKT,Mink Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US6036931029
2404,INM,InMed Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,CA4576375022
2405,INMB,INmune Bio Inc,USA,NASDAQ,USD,Common Stock,US45782T1051
2406,INMD,InMode Ltd,USA,NASDAQ,USD,Common Stock,IL0011595993
2407,INN-PF,Summit Hotel Properties Inc.,USA,NASDAQ,USD,Preferred Stock,
2408,INNV,InnovAge Holding Corp,USA,NASDAQ,USD,Common Stock,US45784A1043
2409,INO,Inovio Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US45773H2013
2410,INOD,Innodata Inc,USA,NASDAQ,USD,Common Stock,US4576422053
2411,INSE,Inspired Entertainment Inc,USA,NASDAQ,USD,Common Stock,US45782N1081
2412,INSG,Inseego Corp,USA,NASDAQ,USD,Common Stock,US45782B1044
2413,INSM,Insmed Inc,USA,NASDAQ,USD,Common Stock,US4576693075
2414,INTA,Intapp Inc,USA,NASDAQ,USD,Common Stock,US45827U1097
2415,INTC,Intel Corporation,USA,NASDAQ,USD,Common Stock,US4581401001
2416,INTE,Integral Acquisition 1 Corp,USA,NASDAQ,USD,Common Stock,US45827K1016
2417,INTEU,Integral Acquisition 1 Corp Unit,USA,NASDAQ,USD,Unit,US45827K2006
2418,INTEW,Integral Acquisition Corporation 1 Warrants,USA,NASDAQ,USD,Common Stock,
2419,INTG,The Intergroup Corporation,USA,NASDAQ,USD,Common Stock,US4586851044
2420,INTR,Inter & Co. Inc. Class A Common Shares,USA,NASDAQ,USD,Common Stock,
2421,INTS,Intensity Therapeutics Inc.,USA,NASDAQ,USD,Common Stock,
2422,INTU,Intuit Inc,USA,NASDAQ,USD,Common Stock,US4612021034
2423,INTZ,Intrusion Inc,USA,NASDAQ,USD,Common Stock,US46121E2054
2424,INVA,Innoviva Inc,USA,NASDAQ,USD,Common Stock,US45781M1018
2425,INVE,Identiv Inc,USA,NASDAQ,USD,Common Stock,US45170X2053
2426,INVO,INVO Bioscience Inc,USA,NASDAQ,USD,Common Stock,US44984F3029
2427,INVZ,Innoviz Technologies,USA,NASDAQ,USD,Common Stock,IL0011745804
2428,INVZW,Innoviz Technologies Ltd,USA,NASDAQ,USD,Common Stock,
2429,INZY,Inozyme Pharma Inc,USA,NASDAQ,USD,Common Stock,US45790W1080
2430,IOBT,IO Biotech Inc,USA,NASDAQ,USD,Common Stock,US4497781090
2431,IONM,Assure Holdings Corp,USA,NASDAQ,USD,Common Stock,US04625J2042
2432,IONR,ioneer Ltd American Depositary Shares,USA,NASDAQ,USD,Common Stock,
2433,IONS,Ionis Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US4622221004
2434,IOSP,Innospec Inc,USA,NASDAQ,USD,Common Stock,US45768S1050
2435,IOVA,Iovance Biotherapeutics Inc,USA,NASDAQ,USD,Common Stock,US4622601007
2436,IPA,Immunoprecise Antibodies Ltd,USA,NASDAQ,USD,Common Stock,CA45257F2008
2437,IPAR,Inter Parfums Inc,USA,NASDAQ,USD,Common Stock,US4583341098
2438,IPDN,Professional Diversity Network Inc,USA,NASDAQ,USD,Common Stock,US74312Y2028
2439,IPGP,IPG Photonics Corporation,USA,NASDAQ,USD,Common Stock,US44980X1090
2440,IPHA,Innate Pharma,USA,NASDAQ,USD,Common Stock,US45781K2042
2441,IPKW,Invesco International BuyBack Achievers ETF,USA,NASDAQ,USD,ETF,US46138E6445
2442,IPSC,Century Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US15673T1007
2443,IPW,iPower Inc,USA,NASDAQ,USD,Common Stock,US46265P1075
2444,IPWR,Ideal Power Inc,USA,NASDAQ,USD,Common Stock,US4516222035
2445,IPX,IperionX Limited American Depositary Share,USA,NASDAQ,USD,Common Stock,
2446,IPXX,Inflection Point Acquisition Corp. II Class A Ordinary Share,USA,NASDAQ,USD,Common Stock,
2447,IPXXU,Inflection Point Acquisition Corp. II Unit,USA,NASDAQ,USD,Unit,
2448,IPXXW,Inflection Point Acquisition Corp. II Warrant,USA,NASDAQ,USD,Common Stock,
2449,IQ,iQIYI Inc,USA,NASDAQ,USD,Common Stock,US46267X1081
2450,IRAA,Iris Acquisition Corp,USA,NASDAQ,USD,Common Stock,
2451,IRAAU,Iris Acquisition Corp,USA,NASDAQ,USD,Common Stock,
2452,IRAAW,Iris Acquisition Corp,USA,NASDAQ,USD,Common Stock,
2453,IRBT,iRobot Corporation,USA,NASDAQ,USD,Common Stock,US4627261005
2454,IRDM,Iridium Communications Inc,USA,NASDAQ,USD,Common Stock,US46269C1027
2455,IREN,Iris Energy Ltd,USA,NASDAQ,USD,Common Stock,AU0000185993
2456,IRIX,IRIDEX Corporation,USA,NASDAQ,USD,Common Stock,US4626841013
2457,IRMD,Iradimed Co,USA,NASDAQ,USD,Common Stock,US46266A1097
2458,IROHR,Iron Horse Acquisitions Corp. Right,USA,NASDAQ,USD,Common Stock,
2459,IROHW,Iron Horse Acquisitions Corp. Warrant,USA,NASDAQ,USD,Common Stock,
2460,IRON,Disc Medicine Inc.,USA,NASDAQ,USD,Common Stock,US2546041011
